review_id,bank,rating,review_text,date,source,sentiment_label,sentiment_score,vader_score,textblob_score,keywords,themes
402,BOA,5,exceptional,2025-06-03,Google Play,POSITIVE,0.3333333333333333,0.0,0.6666666666666666,['exceptional'],[]
403,BOA,5,BoA Mobile good bank,2025-06-02,Google Play,POSITIVE,0.5702,0.4404,0.7,"['boa', 'mobile', 'good', 'bank']",[]
404,BOA,1,this is worest app 24/7 loading,2025-06-01,Google Play,NEUTRAL,0.0,0.0,0.0,"['this', 'worest', 'app', 'loading']",['User Interface & Experience']
405,BOA,1,This App is not interest for Android phone Please update it .,2025-06-01,Google Play,NEUTRAL,0.0232,-0.0464,0.0,"['this', 'app', 'not', 'interest', 'android', 'phone', 'please', 'update']",['User Interface & Experience']
406,BOA,5,BoA system is confartable,2025-05-31,Google Play,NEUTRAL,0.0,0.0,0.0,"['boa', 'system', 'confartable']",[]
407,BOA,5,very nice Abyssinia bank is choice all,2025-05-31,Google Play,POSITIVE,0.6277,0.4754,0.78,"['very', 'nice', 'abyssinia', 'bank', 'choice', 'all']",[]
408,BOA,1,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",2025-05-27,Google Play,NEGATIVE,0.4328833333333333,-0.8491,-0.016666666666666663,"['this', 'app', 'waste', 'time', 'doesn', 'work', 'can', 'even', 'long', 'really', 'piss', 'off', 'fix', 'problem']",['User Interface & Experience']
409,BOA,3,Good service.,2025-05-25,Google Play,POSITIVE,0.5702,0.4404,0.7,"['good', 'service']",['Customer Support']
410,BOA,1,the app crush frequently,2025-05-24,Google Play,NEUTRAL,0.026550000000000004,-0.1531,0.1,"['app', 'crush', 'frequently']",['User Interface & Experience']
411,BOA,5,good,2025-05-22,Google Play,POSITIVE,0.5702,0.4404,0.7,['good'],[]
412,BOA,1,You guys keeps getting worst,2025-05-21,Google Play,NEGATIVE,0.81245,-0.6249,-1.0,"['you', 'guys', 'keeps', 'getting', 'worst']",[]
413,BOA,5,good,2025-05-21,Google Play,POSITIVE,0.5702,0.4404,0.7,['good'],[]
414,BOA,1,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",2025-05-21,Google Play,POSITIVE,0.45689761904761905,0.7757,0.1380952380952381,"['this', 'app', 'joke', 'crashes', 'more', 'than', 'works', 'takes', 'forever', 'load', 'half', 'features', 'are', 'just', 'decorative', 'this', 'point', 'can', 'log', 'can', 'transfer', 'money', 'can', 'even', 'check', 'balance', 'without', 'bugging', 'out', 'developer', 'are', 'you', 'actually', 'trying', 'make', 'this', 'work', 'this', 'some', 'kind', 'social', 'experiment', 'test', 'our', 'patience', 'did', 'you', 'build', 'this', 'your', 'sleep', 'because', 'definitely', 'looks', 'like', 'this', 'your', 'idea', 'functional', 'app', 'maybe', 'consider', 'different', 'career', 'path']","['Transaction Performance', 'User Interface & Experience', 'Feature Requests']"
415,BOA,2,BoA,2025-05-20,Google Play,NEUTRAL,0.0,0.0,0.0,['boa'],[]
416,BOA,5,good,2025-05-20,Google Play,POSITIVE,0.5702,0.4404,0.7,['good'],[]
417,BOA,4,but not opening on android,2025-05-19,Google Play,NEUTRAL,0.0,0.0,0.0,"['not', 'opening', 'android']",[]
418,BOA,1,Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,2025-05-18,Google Play,NEGATIVE,0.47911666666666664,-0.6249,-0.3333333333333333,"['worst', 'app', 'ever', 'totally', 'unreliable', 'didn', 'work', 'all', 'last', 'months']",['User Interface & Experience']
419,BOA,5,amazing,2025-05-18,Google Play,POSITIVE,0.5929500000000001,0.5859,0.6000000000000001,['amazing'],[]
420,BOA,4,excellent app,2025-05-16,Google Play,POSITIVE,0.7859499999999999,0.5719,1.0,"['excellent', 'app']",['User Interface & Experience']
421,BOA,5,excellent,2025-05-15,Google Play,POSITIVE,0.7859499999999999,0.5719,1.0,['excellent'],[]
422,BOA,5,ሞላዬ ከበደ,2025-05-14,Google Play,NEUTRAL,0.0,0.0,0.0,"['ሞላዬ', 'ከበደ']",[]
423,BOA,1,"this app does no work on Samsung a51, it just gives a preview of the logo",2025-05-11,Google Play,NEGATIVE,0.148,-0.296,0.0,"['this', 'app', 'does', 'work', 'samsung', 'a51', 'just', 'gives', 'preview', 'logo']",['User Interface & Experience']
424,BOA,5,nice,2025-05-10,Google Play,POSITIVE,0.51075,0.4215,0.6,['nice'],[]
425,BOA,5,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",2025-05-10,Google Play,NEGATIVE,0.09913749999999999,-0.4639,0.265625,"['entered', 'incorrect', 'security', 'question', 'mistake', 'boa', 'app', 'lock', 'pin', 'forever', 'why', 'there', 'other', 'options', 'contacted', 'different', 'branchs', 'more', 'then', '4times', 'they', 'didn', 'able', 'solve', 'this', 'issue']","['Account Access Issues', 'User Interface & Experience', 'Customer Support', 'Feature Requests']"
426,BOA,5,Best app,2025-05-09,Google Play,POSITIVE,0.81845,0.6369,1.0,"['best', 'app']",['User Interface & Experience']
427,BOA,5,liking this application good 👍,2025-05-07,Google Play,POSITIVE,0.6903999999999999,0.6808,0.7,"['liking', 'this', 'application', 'good']",['User Interface & Experience']
428,BOA,1,"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",2025-05-06,Google Play,NEGATIVE,0.3730555555555556,-0.775,0.028888888888888884,"['this', 'app', 'future', 'good', 'there', 'problems', 'apps', 'reset', 'activate', 'which', 'difficult', 'even', 'branch', 'staffs', 'takes', 'too', 'long', 'times', 'active', 'branch', 'plus', 'most', 'time', 'high', 'expected', 'failure', 'activation', 'after', 'process', 'counter', 'otp', 'sent', 'not', 'work']",['User Interface & Experience']
429,BOA,5,good,2025-05-06,Google Play,POSITIVE,0.5702,0.4404,0.7,['good'],[]
430,BOA,5,good,2025-05-02,Google Play,POSITIVE,0.5702,0.4404,0.7,['good'],[]
431,BOA,4,good,2025-04-30,Google Play,POSITIVE,0.5702,0.4404,0.7,['good'],[]
432,BOA,4,good,2025-04-30,Google Play,POSITIVE,0.5702,0.4404,0.7,['good'],[]
433,BOA,5,wow,2025-04-28,Google Play,POSITIVE,0.34295,0.5859,0.1,['wow'],[]
434,BOA,5,it's really good 👍,2025-04-23,Google Play,POSITIVE,0.5963499999999999,0.4927,0.7,"['really', 'good']",[]
435,BOA,1,Bad app . it stuck when you open and noting WORKS.,2025-04-23,Google Play,NEGATIVE,0.51025,-0.6705,-0.3499999999999999,"['bad', 'app', 'stuck', 'when', 'you', 'open', 'noting', 'works']",['User Interface & Experience']
436,BOA,3,"the app isn't working after it asked me the password it starts loading, but it doesn't open",2025-04-20,Google Play,NEUTRAL,0.0,0.0,0.0,"['app', 'isn', 'working', 'after', 'asked', 'password', 'starts', 'loading', 'doesn', 'open']","['Account Access Issues', 'User Interface & Experience']"
437,BOA,2,Best,2025-04-19,Google Play,POSITIVE,0.81845,0.6369,1.0,['best'],[]
438,BOA,1,It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,2025-04-18,Google Play,NEGATIVE,0.6535500000000001,-0.6571,-0.65,"['keeps', 'showing', 'this', 'pop', 'turn', 'off', 'developer', 'options', 'even', 'tho', 'off', 'had', 'turn', 'then', 'off', 'make', 'work', 'this', 'horrible', 'experience', 'needs', 'fix', 'asap', 'plus', 'kinda', 'slow']",['Feature Requests']
439,BOA,1,yideg,2025-04-17,Google Play,NEUTRAL,0.0,0.0,0.0,['yideg'],[]
440,BOA,1,አይከፍትም እኮ,2025-04-17,Google Play,NEUTRAL,0.0,0.0,0.0,['አይከፍትም'],[]
441,BOA,5,great boa,2025-04-10,Google Play,POSITIVE,0.71245,0.6249,0.8,"['great', 'boa']",[]
442,BOA,5,Best,2025-04-10,Google Play,POSITIVE,0.81845,0.6369,1.0,['best'],[]
443,BOA,5,boa of mobile backing,2025-04-09,Google Play,NEUTRAL,0.0129,0.0258,0.0,"['boa', 'mobile', 'backing']",[]
444,BOA,5,nice,2025-04-08,Google Play,POSITIVE,0.51075,0.4215,0.6,['nice'],[]
445,BOA,5,faster bank of Abissinya,2025-04-08,Google Play,NEUTRAL,0.0,0.0,0.0,"['faster', 'bank', 'abissinya']",[]
446,BOA,1,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,2025-04-08,Google Play,NEGATIVE,0.18575,-0.4215,0.05000000000000001,"['would', 'have', 'given', 'lower', 'was', 'possible', 'because', 'crush', 'much', 'take', 'bank', 'long', 'fix', 'bug']",[]
447,BOA,1,it just doesn't work...so frustrating,2025-04-07,Google Play,NEUTRAL,0.02940000000000001,0.3412,-0.4,"['just', 'doesn', 'work', 'frustrating']",[]
448,BOA,5,like,2025-04-06,Google Play,POSITIVE,0.1806,0.3612,0.0,['like'],[]
449,BOA,1,it's not work correctly... you must have update it,2025-04-06,Google Play,NEUTRAL,0.0,0.0,0.0,"['not', 'work', 'correctly', 'you', 'must', 'have', 'update']",[]
450,BOA,5,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",2025-04-04,Google Play,POSITIVE,0.3922,0.6844,0.1,"['app', 'gets', 'considerable', 'improvements', 'like', 'language', 'scanner', 'unlimited', 'transfers', 'survice', 'boa', 'please', 'alot', 'its', 'fastness', 'convenient', 'when', 'login', 'making', 'transactions']","['Account Access Issues', 'Transaction Performance', 'User Interface & Experience']"
451,BOA,2,after i typed in my password it says successfully logged out ...and goes back to the first page,2025-04-04,Google Play,POSITIVE,0.41361666666666663,0.4939,0.3333333333333333,"['after', 'typed', 'password', 'says', 'successfully', 'logged', 'out', 'goes', 'back', 'first', 'page']",['Account Access Issues']
452,BOA,3,good but they don't update enough don't add new things,2025-04-04,Google Play,POSITIVE,0.2584939393939394,0.2382,0.27878787878787875,"['good', 'they', 'don', 'update', 'enough', 'don', 'add', 'new', 'things']",[]
453,BOA,5,very good,2025-04-02,Google Play,POSITIVE,0.7013499999999999,0.4927,0.9099999999999999,"['very', 'good']",[]
454,BOA,5,thank you,2025-04-01,Google Play,POSITIVE,0.1806,0.3612,0.0,"['thank', 'you']",[]
455,BOA,1,it doesn't work period z slowest mobile banking ever i would rather use *815#,2025-03-31,Google Play,NEUTRAL,0.0,0.0,0.0,"['doesn', 'work', 'period', 'slowest', 'mobile', 'banking', 'ever', 'would', 'rather', 'use', '815']",[]
456,BOA,1,"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",2025-03-31,Google Play,NEUTRAL,0.0,0.0,0.0,"['after', 'activated', 'application', 'not', 'allowed', 'sign', 'automatically', 'turn', 'off', 'phone', 'why']",['User Interface & Experience']
457,BOA,5,good application,2025-03-30,Google Play,POSITIVE,0.5702,0.4404,0.7,"['good', 'application']",['User Interface & Experience']
458,BOA,1,this version is not working for me I cannot even buy card. I cannot send money,2025-03-30,Google Play,NEUTRAL,0.0,0.0,0.0,"['this', 'version', 'not', 'working', 'cannot', 'even', 'buy', 'card', 'cannot', 'send', 'money']",['Transaction Performance']
459,BOA,1,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",2025-03-29,Google Play,NEGATIVE,0.09138333333333334,-0.2411,0.058333333333333334,"['can', 'actively', 'initialization', 'says', 'incorrect', 'otp', 'getting', 'exact', 'otp']",[]
460,BOA,1,always problematic hardly works,2025-03-26,Google Play,NEGATIVE,0.3660333333333333,-0.4404,-0.2916666666666667,"['always', 'problematic', 'hardly', 'works']",[]
461,BOA,1,considering the fact the bank is huge this app really bad you could do better,2025-03-25,Google Play,POSITIVE,0.08558333333333337,0.1045,0.06666666666666675,"['considering', 'fact', 'bank', 'huge', 'this', 'app', 'really', 'bad', 'you', 'could', 'better']","['User Interface & Experience', 'Feature Requests']"
462,BOA,5,best app,2025-03-25,Google Play,POSITIVE,0.81845,0.6369,1.0,"['best', 'app']",['User Interface & Experience']
463,BOA,5,very good,2025-03-25,Google Play,POSITIVE,0.7013499999999999,0.4927,0.9099999999999999,"['very', 'good']",[]
464,BOA,1,"worst app and Bank ever u be ashamed, scammer",2025-03-24,Google Play,NEGATIVE,0.901,-0.802,-1.0,"['worst', 'app', 'bank', 'ever', 'ashamed', 'scammer']",['User Interface & Experience']
465,BOA,5,great BoA,2025-03-22,Google Play,POSITIVE,0.71245,0.6249,0.8,"['great', 'boa']",[]
466,BOA,5,best,2025-03-21,Google Play,POSITIVE,0.81845,0.6369,1.0,['best'],[]
467,BOA,1,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,2025-03-21,Google Play,POSITIVE,0.2841,0.3182,0.25,"['have', 'went', 'bank', 'many', 'times', 'because', 'couldn', 'make', 'any', 'transaction', 'can', 'only', 'see', 'balance', 'nothing', 'else', 'what', 'point', 'having', 'mobile', 'banking', 'can', 'make', 'any', 'transaction', 'please', 'work', 'that']","['Transaction Performance', 'Feature Requests']"
468,BOA,5,good,2025-03-20,Google Play,POSITIVE,0.5702,0.4404,0.7,['good'],[]
469,BOA,5,good,2025-03-19,Google Play,POSITIVE,0.5702,0.4404,0.7,['good'],[]
470,BOA,1,there is no speed,2025-03-19,Google Play,NEGATIVE,0.148,-0.296,0.0,"['there', 'speed']",[]
471,BOA,1,"For anyone who wants to download it, just don't!!!",2025-03-19,Google Play,POSITIVE,0.1953125,0.0,0.390625,"['anyone', 'who', 'wants', 'download', 'just', 'don']",[]
472,BOA,5,wonderful,2025-03-19,Google Play,POSITIVE,0.7859499999999999,0.5719,1.0,['wonderful'],[]
473,BOA,5,all worck,2025-03-19,Google Play,NEUTRAL,0.0,0.0,0.0,"['all', 'worck']",[]
474,BOA,5,Best app,2025-03-16,Google Play,POSITIVE,0.81845,0.6369,1.0,"['best', 'app']",['User Interface & Experience']
475,BOA,5,Loved it,2025-03-14,Google Play,POSITIVE,0.6496999999999999,0.5994,0.7,['loved'],[]
476,BOA,1,Wow,2025-03-13,Google Play,POSITIVE,0.34295,0.5859,0.1,['wow'],[]
477,BOA,1,"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",2025-03-12,Google Play,POSITIVE,0.42821363636363635,0.7962,0.06022727272727273,"['edit', 'new', 'bug', 'app', 'not', 'letting', 'type', 'otp', 'codes', 'shameful', 'why', 'does', 'this', 'app', 'not', 'allow', 'use', 'while', 'having', 'developer', 'options', 'did', 'all', 'consider', 'that', 'might', 'perhaps', 'actual', 'developer', 'why', 'expected', 'toggle', 'option', 'off', 'just', 'bank', 'restarting', 'phone', 'when', 'why', 'message', 'labled', 'somthing', 'that', 'will', 'smoothen', 'experience', 'this', 'like', 'most', 'security', 'consultant', 'thing', 'implement', 'app', 'please', 'invest', 'actual', 'security', 'not', 'this', 'mess']","['Account Access Issues', 'User Interface & Experience', 'Feature Requests']"
478,BOA,5,Improved to be the best,2025-03-11,Google Play,POSITIVE,0.9037,0.8074,1.0,"['improved', 'best']",[]
479,BOA,5,BoA,2025-03-11,Google Play,NEUTRAL,0.0,0.0,0.0,['boa'],[]
480,BOA,3,"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",2025-03-10,Google Play,NEGATIVE,0.3779333333333333,-0.8392,0.08333333333333333,"['decent', 'there', 'problems', 'sometimes', 'says', 'error', 'when', 'transfer', 'money', 'infact', 'transferred', 'because', 'this', 'bug', 'transferred', 'times', 'instead', 'also', 'can', 'transfer', 'money', 'others', 'telebirr', 'acc', 'only', 'can', 'our', 'self', 'boe', 'dev', 'fix', 'this']",['Transaction Performance']
481,BOA,5,BoA Greqt Ethiopian bank.,2025-03-10,Google Play,NEUTRAL,0.0,0.0,0.0,"['boa', 'greqt', 'ethiopian', 'bank']",[]
482,BOA,1,"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",2025-03-10,Google Play,POSITIVE,0.2806,0.3612,0.2,"['bug', 'still', 'there', 'app', 'crashes', 'every', 'time', 'try', 'log', 'especially', 'old', 'phones', 'like', 'galaxy', 'a32']",['User Interface & Experience']
483,BOA,4,Almost better compared to cbe where it is not qualified for,2025-03-09,Google Play,POSITIVE,0.4416,0.3832,0.5,"['almost', 'better', 'compared', 'cbe', 'where', 'not', 'qualified']",[]
484,BOA,5,what awesome apps. it is very simple to use and more much important apps.,2025-03-09,Google Play,POSITIVE,0.6042000000000001,0.7334,0.475,"['what', 'awesome', 'apps', 'very', 'simple', 'use', 'more', 'much', 'important', 'apps']",['User Interface & Experience']
485,BOA,5,Wonderfull app,2025-03-07,Google Play,NEUTRAL,0.0,0.0,0.0,"['wonderfull', 'app']",['User Interface & Experience']
486,BOA,5,i can't use this app why?,2025-03-07,Google Play,NEUTRAL,0.0,0.0,0.0,"['can', 'use', 'this', 'app', 'why']",['User Interface & Experience']
487,BOA,1,Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,2025-03-06,Google Play,POSITIVE,0.23619285714285715,0.3331,0.1392857142857143,"['worst', 'mobile', 'banking', 'app', 'ever', 'experienced', 'was', 'blaming', 'other', 'apps', 'comparing', 'this', 'they', 'too', 'much', 'better', 'clashes', 'takes', 'much', 'longer', 'time', 'login', 'while', 'loading', 'short', 'complete', 'trash']","['Account Access Issues', 'User Interface & Experience']"
488,BOA,4,Wow,2025-03-05,Google Play,POSITIVE,0.34295,0.5859,0.1,['wow'],[]
489,BOA,1,bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,2025-03-05,Google Play,NEGATIVE,0.4665,-0.8205,-0.1125,"['bro', 'worst', 'app', 'made', 'human', 'kind', 'software', 'engineer', 'make', 'sad', 'seeing', 'enterprise', 'big', 'boa', 'make', 'apps', 'like', 'this', 'disgrace', 'our', 'country']",['User Interface & Experience']
490,BOA,1,AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,2025-03-04,Google Play,NEGATIVE,0.13905,-0.1531,-0.125,"['aga', 'girja', 'miss', 'language', 'admin', 'afaan', 'oromo', 'other', 'itoophiyaa', 'languages']",[]
491,BOA,5,Good app,2025-03-03,Google Play,POSITIVE,0.5702,0.4404,0.7,"['good', 'app']",['User Interface & Experience']
492,BOA,1,"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",2025-03-02,Google Play,NEUTRAL,0.020833333333333332,0.0,0.041666666666666664,"['downloaded', 'app', 'first', 'time', 'while', 'reading', 'other', 'customers', 'reviews', 'soon', 'installed', 'opened', 'app', 'closes', 'back', 'automatically', 'what', 'unserious', 'bank', 'now', 'uninstalled', 'app', 'immediately']",['User Interface & Experience']
493,BOA,1,It has good features but sometimes it doesn't work...0,2025-03-02,Google Play,POSITIVE,0.46909999999999996,0.2382,0.7,"['has', 'good', 'features', 'sometimes', 'doesn', 'work']",['Feature Requests']
494,BOA,1,Very poor proformance,2025-03-01,Google Play,NEGATIVE,0.5227999999999999,-0.5256,-0.52,"['very', 'poor', 'proformance']",[]
495,BOA,1,It's not opening. Really frustrating,2025-03-01,Google Play,NEUTRAL,0.006750000000000006,0.3865,-0.4,"['not', 'opening', 'really', 'frustrating']",[]
496,BOA,5,Verry Amazing App from all IB,2025-03-01,Google Play,POSITIVE,0.5929500000000001,0.5859,0.6000000000000001,"['verry', 'amazing', 'app', 'from', 'all']",['User Interface & Experience']
497,BOA,1,Not working on this days,2025-02-26,Google Play,NEUTRAL,0.0,0.0,0.0,"['not', 'working', 'this', 'days']",[]
498,BOA,5,Thank you BoA,2025-02-23,Google Play,POSITIVE,0.1806,0.3612,0.0,"['thank', 'you', 'boa']",[]
499,BOA,5,best banking app in the wworld,2025-02-22,Google Play,POSITIVE,0.81845,0.6369,1.0,"['best', 'banking', 'app', 'wworld']",['User Interface & Experience']
500,BOA,5,Nice app and it's easy to use,2025-02-21,Google Play,POSITIVE,0.6037333333333332,0.6908,0.5166666666666666,"['nice', 'app', 'easy', 'use']",['User Interface & Experience']
501,BOA,1,"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",2025-02-15,Google Play,POSITIVE,0.17598888888888892,0.4242,-0.0722222222222222,"['please', 'add', 'language', 'apps', 'setting', 'amharic', 'afan', 'oromo', 'tigniya', 'others', 'sometimes', 'bank', 'bank', 'transfer', 'not', 'available', 'through', 'time', 'even', 'available', 'not', 'reachable', 'serious', 'issue']","['Transaction Performance', 'User Interface & Experience']"
502,BOA,5,This is help full i like ittttt,2025-02-14,Google Play,POSITIVE,0.49345,0.6369,0.35,"['this', 'help', 'full', 'like', 'ittttt']",['Customer Support']
503,BOA,2,The is not functional at all?,2025-02-12,Google Play,NEUTRAL,0.0,0.0,0.0,"['not', 'functional', 'all']",['Feature Requests']
504,BOA,5,Best bank,2025-02-08,Google Play,POSITIVE,0.81845,0.6369,1.0,"['best', 'bank']",[]
505,BOA,3,Make it easy and convienient to use and perfect for all to high prefrence and choice.,2025-02-06,Google Play,POSITIVE,0.6480555555555556,0.765,0.5311111111111111,"['make', 'easy', 'convienient', 'use', 'perfect', 'all', 'high', 'prefrence', 'choice']",[]
506,BOA,5,good,2025-02-04,Google Play,POSITIVE,0.5702,0.4404,0.7,['good'],[]
507,BOA,5,🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,2025-02-03,Google Play,NEUTRAL,0.0,0.0,0.0,[],[]
508,BOA,5,I have been using this app for two years.It is amazing.,2025-01-31,Google Play,POSITIVE,0.5929500000000001,0.5859,0.6000000000000001,"['have', 'been', 'using', 'this', 'app', 'two', 'years', 'amazing']",['User Interface & Experience']
509,BOA,5,Good 👍,2025-01-31,Google Play,POSITIVE,0.5702,0.4404,0.7,['good'],[]
510,BOA,1,Sad experience,2025-01-30,Google Play,NEGATIVE,0.48835,-0.4767,-0.5,"['sad', 'experience']",[]
511,BOA,3,Always do update and that is annoying,2025-01-26,Google Play,NEGATIVE,0.60095,-0.4019,-0.8,"['always', 'update', 'that', 'annoying']",[]
512,BOA,5,"Best app, somehow waiting a few minutes",2025-01-23,Google Play,POSITIVE,0.5184500000000001,0.6369,0.4,"['best', 'app', 'somehow', 'waiting', 'few', 'minutes']",['User Interface & Experience']
513,BOA,1,I can't dijitalize my atm in the apollo app on my phone,2025-01-21,Google Play,NEUTRAL,0.0,0.0,0.0,"['can', 'dijitalize', 'atm', 'apollo', 'app', 'phone']",['User Interface & Experience']
514,BOA,2,Whenever I try to sign in app close please fixed it out,2025-01-21,Google Play,POSITIVE,0.2091,0.3182,0.1,"['whenever', 'try', 'sign', 'app', 'close', 'please', 'fixed', 'out']",['User Interface & Experience']
515,BOA,5,Beter,2025-01-21,Google Play,NEUTRAL,0.0,0.0,0.0,['beter'],[]
516,BOA,4,Boa,2025-01-18,Google Play,NEUTRAL,0.0,0.0,0.0,['boa'],[]
517,BOA,1,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,2025-01-18,Google Play,NEGATIVE,0.19500000000000003,0.0,-0.39000000000000007,"['በጣም', 'የሚያስጠላ', 'በጣም', 'የወረደ', 'የምሰጠው', 'not', 'app', 'very', 'slow', 'ehhhh', 'why', 'don', 'you', 'upgrade', 'app', 'always', 'zero']",['User Interface & Experience']
518,BOA,5,Aadan Axmed Barkhadle,2025-01-17,Google Play,NEUTRAL,0.0,0.0,0.0,"['aadan', 'axmed', 'barkhadle']",[]
519,BOA,1,😡😡😡🤬🤬🤬,2025-01-16,Google Play,NEUTRAL,0.0,0.0,0.0,[],[]
520,BOA,1,Horrible customer service and app crashes Horrible!!,2025-01-15,Google Play,NEGATIVE,0.9108499999999999,-0.8217,-1.0,"['horrible', 'customer', 'service', 'app', 'crashes', 'horrible']","['User Interface & Experience', 'Customer Support']"
521,BOA,5,I love it,2025-01-14,Google Play,POSITIVE,0.56845,0.6369,0.5,['love'],[]
522,BOA,5,Best,2025-01-14,Google Play,POSITIVE,0.81845,0.6369,1.0,['best'],[]
523,BOA,1,It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,2025-01-13,Google Play,NEUTRAL,0.0,0.0,0.0,"['keeps', 'asking', 'turn', 'off', 'developer', 'mode', 'even', 'when', 'dev', 'mode', 'off', 'couldn', 'use']",['Feature Requests']
524,BOA,5,Good🙏,2025-01-11,Google Play,POSITIVE,0.2202,0.4404,0.0,['good'],[]
525,BOA,5,Like to much,2025-01-10,Google Play,POSITIVE,0.2806,0.3612,0.2,"['like', 'much']",[]
526,BOA,5,Thank you,2025-01-10,Google Play,POSITIVE,0.1806,0.3612,0.0,"['thank', 'you']",[]
527,BOA,5,Perfect,2025-01-09,Google Play,POSITIVE,0.7859499999999999,0.5719,1.0,['perfect'],[]
528,BOA,5,The best of best,2025-01-09,Google Play,POSITIVE,0.9277500000000001,0.8555,1.0,"['best', 'best']",[]
529,BOA,3,I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,2025-01-07,Google Play,POSITIVE,0.4253166666666667,0.5423,0.30833333333333335,"['was', 'using', 'this', 'app', 'long', 'time', 'amazing', 'user', 'friendly', 'can', 'found', 'get', 'pin', 'button', 'app']",['User Interface & Experience']
530,BOA,5,Boa,2025-01-05,Google Play,NEUTRAL,0.0,0.0,0.0,['boa'],[]
531,BOA,5,Great 👍,2025-01-04,Google Play,POSITIVE,0.71245,0.6249,0.8,['great'],[]
532,BOA,5,Fast and suitable for the customers.,2025-01-03,Google Play,POSITIVE,0.1875,0.0,0.375,"['fast', 'suitable', 'customers']",['User Interface & Experience']
533,BOA,5,Good 👍,2025-01-03,Google Play,POSITIVE,0.5702,0.4404,0.7,['good'],[]
534,BOA,5,Good app and helpful,2025-01-03,Google Play,POSITIVE,0.6954,0.6908,0.7,"['good', 'app', 'helpful']","['User Interface & Experience', 'Customer Support']"
535,BOA,1,"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",2025-01-02,Google Play,NEGATIVE,0.38871428571428573,-0.931,0.15357142857142855,"['will', 'give', 'only', 'one', 'star', 'because', 'faced', 'multiple', 'problems', 'app', 'not', 'fast', 'other', 'banks', 'app', 'like', 'cbe', 'app', 'asks', 'repeatedly', 'switch', 'off', 'developer', 'options', 'even', 'switched', 'off', 'bank', 'abyssinia', 'services', 'are', 'interesting', 'they', 'ignored', 'issues', 'app', 'service', 'most', 'customers', 'gave', 'complain', 'app', 'one', 'accept', 'their', 'complain', 'fix', 'issue', 'lastly', 'will', 'not', 'recommend', 'app', 'unless', 'issue', 'has', 'been', 'solved', 'asap']","['User Interface & Experience', 'Customer Support', 'Feature Requests']"
